"","time","gender","age","degree","country","light","shaq","fossil","kilo","mm","food","inseam","weather","electronCharge","earlyHuman","laser","continents","antibiotics","electronSize","earthCenter","religiousView","dailyLife","SciOnLife","SciEffect"
"122","3/29/2013 3:18:36","Male","More than 60 years old","Bachelor Degree in Science or equivalent","France","Wrong","Yes","Still about 6 million years old.","1000 x",0.145,"I don't know","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","FALSE","No","FALSE","TRUE","TRUE"
"123","3/29/2013 4:39:40","Male","More than 60 years old","Master Degree or equivalent","South Africa","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","I do not know","FALSE","TRUE","Not sure"
"124","3/29/2013 5:31:58","Male","More than 60 years old","Master Degree or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"125","3/29/2013 5:42:30","Male","31-40","M.D. or equivalent","Poland","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"126","3/29/2013 6:10:55","Male","More than 60 years old","High School or equivalent","Kenya","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Agree","This person is short","A Short sleeve shirt","Neutron","FALSE","FALSE","TRUE","FALSE","I do no know. ","TRUE","No","FALSE","TRUE","TRUE"
"127","3/29/2013 6:34:41","Male","31-40","High School or equivalent","United States","TRUE","I don't know.","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","Yes","FALSE","TRUE","TRUE"
"128","3/29/2013 7:08:44","Male","31-40","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","Yes","FALSE","TRUE","TRUE"
"129","3/29/2013 7:22:27","Male","56-60","High School or equivalent","Kenya","Wrong","Yes","6 million and 5 years old","100 x",0.145,"Agree","This person is short","A Short sleeve shirt","Neutron","FALSE","FALSE","TRUE","FALSE","I do no know. ","TRUE","No","FALSE","TRUE","TRUE"
"130","3/29/2013 8:14:17","Male","56-60","Bachelor Degree in Science or equivalent","South Africa","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"131","3/29/2013 8:23:10","Female","56-60","High School or equivalent","United Kingdom","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","TRUE","TRUE","TRUE","True ","TRUE","No","TRUE","TRUE","TRUE"
"132","3/29/2013 8:23:37","Female","56-60","High School or equivalent","United Kingdom","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","TRUE","TRUE","TRUE","True ","TRUE","No","TRUE","TRUE","TRUE"
"133","3/29/2013 9:03:08","Male","56-60","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","I do not know.","True ","TRUE","No","FALSE","FALSE","FALSE"
"134","3/29/2013 11:02:02","Male","41-50","Master Degree or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"I don't know","This person is short","I don't know","Neutron","FALSE","I do not know. ","TRUE","I do not know.","True ","TRUE","Yes","FALSE","TRUE","TRUE"
"135","3/29/2013 11:22:17","Male","41-50","Ph.D. or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","TRUE","TRUE","TRUE"
"136","3/29/2013 13:25:25","Male","More than 60 years old","Master Degree or equivalent","Syria","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","Not sure"
"137","3/29/2013 14:12:33","Male","51-55","Master Degree or equivalent","United States","TRUE","I don't know.","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"138","3/29/2013 14:33:45","Male","More than 60 years old","Ph.D. or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","TRUE","True ","TRUE","No","FALSE","TRUE","TRUE"
"139","3/29/2013 16:25:34","Female","31-40","Ph.D. or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"I don't know","This person is short","A light jacket","Positive charge","TRUE","TRUE","TRUE","FALSE","True ","TRUE","Yes","Maybe","Not sure","Not sure"
"140","3/29/2013 16:32:02","Male","31-40","High School or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.0145,"I don't know","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","TRUE","True ","TRUE","Yes","FALSE","Not sure","Not sure"
"141","3/29/2013 16:34:21","Female","More than 60 years old","Bachelor Degree in Arts or equivalent","United States","Wrong","Yes","Still about 6 million years old.","10 x",1.45,"Dis-agree","This person is short","A Short sleeve shirt","Negative charge","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","No","FALSE","TRUE","TRUE"
"142","3/29/2013 17:21:24","Do not wish to answer","51-55","Ph.D. or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A light jacket","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","I do not know","TRUE","TRUE","Not sure"
"143","3/29/2013 18:33:49","Male","41-50","Bachelor Degree in Science or equivalent","Poland","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"I don't know","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","Neutral","TRUE","TRUE"
"144","3/29/2013 20:10:51","Male","41-50","High School or equivalent","United States","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"I don't know","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","I do not know.","True ","TRUE","No","FALSE","Not sure","TRUE"
"145","3/29/2013 21:42:10","Male","18-22","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"I don't know","I don't know","A Short sleeve shirt","Positive charge","FALSE","I do not know. ","TRUE","FALSE","I do no know. ","TRUE","No","FALSE","TRUE","TRUE"
"146","3/30/2013 9:50:20","Male","31-40","Ph.D. or equivalent","China","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Negative charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"147","3/30/2013 11:41:27","Female","18-22","Bachelor Degree in Arts or equivalent",NA,"TRUE","I don't know.","Still about 6 million years old.","100 x",1.45,"Dis-agree","This person is short","I don't know","Positive charge","FALSE","FALSE","TRUE","TRUE","I do no know. ","TRUE","Yes","Maybe","TRUE","Not sure"
"148","3/30/2013 12:20:40","Male","51-55","Bachelor Degree in Arts or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"149","3/30/2013 12:30:33","Female","41-50","High School or equivalent","United States","I don't know.","Yes","Still about 6 million years old.","1000 x",0.0145,"Agree","I don't know","I don't know","Negative charge","I do not know.","I do not know. ","TRUE","FALSE","FALSE","TRUE","No","TRUE","TRUE","FALSE"
"150","3/30/2013 13:11:47","Male","41-50","Bachelor Degree in Science or equivalent","United Kingdom","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"I don't know","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","I do not know","TRUE","TRUE","TRUE"
"151","3/30/2013 13:12:05","Female","41-50","Master Degree or equivalent","Russian Federation","Wrong","Yes","Still about 6 million years old.",NA,0.145,"I don't know","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","Not sure","Not sure"
"152","3/30/2013 13:18:26","Male","41-50","Ph.D. or equivalent","Russian Federation","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","TRUE","True ","TRUE","No","TRUE","TRUE","TRUE"
"153","3/30/2013 13:39:11","Male","More than 60 years old","Bachelor Degree in Science or equivalent","United Kingdom","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"154","3/30/2013 14:04:25","Male","More than 60 years old","Master Degree or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is tall","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"155","3/30/2013 14:12:40","Male","18-22","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Dis-agree","This person is short","A light jacket","Negative charge","FALSE","FALSE","TRUE","TRUE","True ","TRUE","No","FALSE","TRUE","TRUE"
"156","3/30/2013 14:41:30","Male","56-60","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Dis-agree","This person is short","A light jacket","Neutron","TRUE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"157","3/30/2013 14:43:02","Male","41-50","High School or equivalent","United Kingdom","Wrong","Yes","Still about 6 million years old.","1000 x",1.45,"I don't know","This person is tall","A Short sleeve shirt","Neutron","I do not know.","FALSE","TRUE","FALSE","True ","TRUE","I do not know","Maybe","TRUE","TRUE"
"158","3/30/2013 16:26:35","Male","More than 60 years old","High School or equivalent","United States","Wrong","Yes","Still about 6 million years old.","1000 x",1.45,"I don't know","This person is tall","A Short sleeve shirt","Neutron","FALSE","FALSE","TRUE","FALSE","True ","FALSE","No","FALSE","TRUE","TRUE"
"159","3/30/2013 16:47:20","Male","51-55","High School or equivalent","United States","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"160","3/30/2013 17:18:51","Female","18-22","Bachelor Degree in Science or equivalent","United States","Wrong","Yes","Still about 6 million years old.","1000 x",0.0145,"Agree","I don't know","A light jacket","Positive charge","FALSE","I do not know. ","TRUE","TRUE","True ","TRUE","I do not know","FALSE","TRUE","TRUE"
"161","3/30/2013 17:35:30","Male","31-40","Master Degree or equivalent","Australia","TRUE","Yes","Still about 6 million years old.","1000 x",0.0145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","I do not know. ","TRUE","FALSE","FALSE","TRUE","No","FALSE","TRUE","TRUE"
"162","3/30/2013 17:56:44","Male","56-60","Bachelor Degree in Arts or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"163","3/30/2013 18:11:15","Male","56-60","Ph.D. or equivalent","United States","I don't know.","Yes","Still about 6 million years old.","1000 x",0.145,"I don't know","This person is short","A Short sleeve shirt","Neutron","FALSE","TRUE","I do not know. ","FALSE","FALSE","I do not know.","No","FALSE","TRUE","TRUE"
"164","3/30/2013 18:25:03","Male","51-55","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","Not sure","Not sure"
"165","3/30/2013 18:30:31","Male","41-50","High School or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","I do not know.","True ","TRUE","No","FALSE","TRUE","TRUE"
"166","3/30/2013 19:14:59","Male","31-40","Bachelor Degree in Arts or equivalent","Canada","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Negative charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"167","3/30/2013 19:18:34","Male","23-30","Master Degree or equivalent","India","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"Dis-agree","I don't know","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"168","3/30/2013 19:43:26","Male","51-55","Bachelor Degree in Arts or equivalent","United States","TRUE","Yes","Still about 6 million years old.","100 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"169","3/30/2013 19:47:37","Male","31-40","Ph.D. or equivalent","United States","TRUE","Yes","Still about 6 million years old.",NA,0.145,"Dis-agree","This person is short","A light jacket","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","Not sure","TRUE"
"170","3/30/2013 20:13:35","Male","31-40","Bachelor Degree in Science or equivalent","Australia","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","Yes","FALSE","TRUE","Not sure"
"171","3/30/2013 22:01:05","Male","18-22","Bachelor Degree in Science or equivalent","Australia","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","Neutral","TRUE","TRUE"
"172","3/30/2013 22:02:00","Male","18-22","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.0145,"Dis-agree","This person is short","A Short sleeve shirt","Negative charge","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","No","FALSE","TRUE","TRUE"
"173","3/30/2013 22:18:59","Male","23-30","Bachelor Degree in Arts or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE",NA,"TRUE","No","TRUE","TRUE","TRUE"
"174","3/31/2013 0:23:35","Male","23-30","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"175","3/31/2013 1:45:07","Male","51-55","Bachelor Degree in Arts or equivalent","United States","TRUE","Yes","6 million and 5 years old","1000 x",1.45,"Agree","This person is tall","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE",NA,"Neutral","Not sure","TRUE"
"176","3/31/2013 2:00:48","Male","31-40","Bachelor Degree in Arts or equivalent","United States","Wrong","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","I do not know.","True ","TRUE","No","Neutral","Not sure","Not sure"
"177","3/31/2013 2:46:50","Male","31-40","Bachelor Degree in Science or equivalent","Canada","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"178","3/31/2013 7:59:28","Male","31-40","Ph.D. or equivalent","Norway","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"179","3/31/2013 17:21:59","Female","18-22","Bachelor Degree in Science or equivalent","United States",NA,"Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","Not sure"
"180","3/31/2013 17:25:53","Male","More than 60 years old","Ph.D. or equivalent","United States","Wrong","Yes","6 million and 5 years old","1000 x",1.45,"Dis-agree","This person is tall","A Short sleeve shirt","Negative charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","Not sure"
"181","3/31/2013 17:31:05","Female","31-40","Master Degree or equivalent","United States","TRUE","No","Still about 6 million years old.","1000 x",145000,"Dis-agree","This person is short","A Short sleeve shirt",NA,"FALSE","FALSE","TRUE","TRUE","True ","TRUE","No","FALSE","TRUE","Not sure"
"182","3/31/2013 19:30:12","Male","41-50","High School or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","I do not know.","True ","TRUE","No","FALSE","TRUE","TRUE"
"183","3/31/2013 23:06:00","Male","18-22","Ph.D. or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"184","4/1/2013 0:07:04","Male","More than 60 years old","Bachelor Degree in Arts or equivalent","United States","TRUE","No","Still about 6 million years old.","1000 x",0.0145,"Dis-agree","This person is short","A winter coat","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","Not sure"
"185","4/1/2013 0:50:00","Male","56-60","High School or equivalent","United Kingdom","TRUE","Yes","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","Maybe","TRUE","TRUE"
"186","4/1/2013 10:31:58","Male","More than 60 years old","Master Degree or equivalent","United States","TRUE","Yes","6 million and 5 years old","1000 x",0.145,"I don't know","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","TRUE"
"187","4/1/2013 11:47:05","Female","23-30","Master Degree or equivalent","Lebanon","I don't know.","Yes","Still about 6 million years old.","1000 x",0.145,"I don't know","This person is short","A Short sleeve shirt","Neutron","I do not know.","I do not know. ","TRUE","TRUE","I do no know. ","TRUE","I do not know","Neutral","TRUE","TRUE"
"188","4/1/2013 12:02:16","Female","18-22","Bachelor Degree in Science or equivalent","United States","TRUE","Yes","Still about 6 million years old.","1000 x",1.45,"Agree","This person is short","A light jacket","Positive charge","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","Yes","FALSE","TRUE","TRUE"
"189","4/1/2013 12:31:17","Female","18-22","Bachelor Degree in Arts or equivalent","United States","Wrong","Yes","Still about 6 million years old.","1000 x",1.45,"Dis-agree","This person is tall","A light jacket","Positive charge","FALSE","I do not know. ","TRUE","TRUE","True ","TRUE","Yes","Neutral","TRUE","TRUE"
"190","4/1/2013 15:30:22","Male","18-22","Bachelor Degree in Arts or equivalent","United States","TRUE","Yes","6 million and 5 years old","1000 x",0.0145,"Agree","I don't know","A Short sleeve shirt","Neutron","TRUE","FALSE","TRUE","TRUE","True ","TRUE","No","FALSE","Not sure","Not sure"
"191","4/1/2013 15:32:50","Female","18-22","Bachelor Degree in Arts or equivalent","United States","I don't know.","I don't know.","6 million and 5 years old","100 x",1.45,"I don't know","This person is tall","A light jacket","Positive charge","FALSE","FALSE","TRUE","TRUE","FALSE","I do not know.","No","Neutral","TRUE","Not sure"
"192","4/1/2013 15:35:07","Male","31-40","Ph.D. or equivalent","China","TRUE","I don't know.","Still about 6 million years old.","1000 x",1.45,"Dis-agree","I don't know","A Short sleeve shirt","Electricity ","FALSE","FALSE","TRUE","I do not know.","FALSE","FALSE","I do not know","FALSE","Not sure","Not sure"
"193","4/1/2013 15:36:00","Female","23-30","Bachelor Degree in Arts or equivalent","United States","I don't know.","Yes","Still about 6 million years old.","1000 x",0.0145,"I don't know","This person is tall","A Short sleeve shirt","Negative charge","FALSE","FALSE","TRUE","FALSE","I do no know. ","I do not know.","No","FALSE","TRUE","TRUE"
"194","4/1/2013 15:37:11","Female","18-22","Bachelor Degree in Arts or equivalent","United States","TRUE","I don't know.","6 million and 5 years old","100 x",1.45,"Agree","This person is short","A light jacket","Positive charge","TRUE","TRUE","I do not know. ","TRUE","True ","TRUE","No","FALSE","Not sure","FALSE"
"195","4/1/2013 15:39:12","Male","18-22","Bachelor Degree in Arts or equivalent","United States","Wrong","No","Still about 6 million years old.","1000 x",0.145,"Dis-agree","This person is short","A Short sleeve shirt","Positive charge","FALSE","FALSE","TRUE","FALSE","True ","TRUE","No","FALSE","TRUE","Not sure"
"196","4/1/2013 16:25:24","Female","More than 60 years old","Master Degree or equivalent","United States","I don't know.","No","6 million and 5 years old","1000 x",0.0145,"Dis-agree","This person is short","A Short sleeve shirt","Negative charge","FALSE","TRUE","TRUE","FALSE","True ","TRUE","Yes","FALSE","TRUE","TRUE"
